State,Region Type,Region,Time,Frequency,Country of Birth of Person,Sex,Value,Flags
"Australian Capital Territory","Statistical Area Level 2","Kaleen","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Latham","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Lawson","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Macgregor (ACT)","2011","Annual","Cambodia","Persons",5,
"Australian Capital Territory","Statistical Area Level 2","Macquarie","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","McKellar","2011","Annual","Cambodia","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Melba","2011","Annual","Cambodia","Persons",5,
"Australian Capital Territory","Statistical Area Level 2","Page","2011","Annual","Cambodia","Persons",4,
"Australian Capital Territory","Statistical Area Level 2","Scullin","2011","Annual","Cambodia","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Spence","2011","Annual","Cambodia","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Weetangera","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","Cotter - Namadgi","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","ACT - South West","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Molonglo","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Namadgi","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","Fyshwick - Pialligo - Hume","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","ACT - East","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Hume","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Kowen","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Majura","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","Gungahlin","2011","Annual","Cambodia","Persons",57,
"Australian Capital Territory","Statistical Area Level 2","Amaroo","2011","Annual","Cambodia","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Bonner","2011","Annual","Cambodia","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Casey","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Crace","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Forde","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Franklin","2011","Annual","Cambodia","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Gungahlin","2011","Annual","Cambodia","Persons",8,
"Australian Capital Territory","Statistical Area Level 2","Gungahlin - East","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Gungahlin - West","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Hall","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Harrison","2011","Annual","Cambodia","Persons",4,
"Australian Capital Territory","Statistical Area Level 2","Mitchell","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Ngunnawal","2011","Annual","Cambodia","Persons",8,
"Australian Capital Territory","Statistical Area Level 2","Nicholls","2011","Annual","Cambodia","Persons",13,
"Australian Capital Territory","Statistical Area Level 2","Palmerston","2011","Annual","Cambodia","Persons",14,
"Australian Capital Territory","Statistical Area Level 3","North Canberra","2011","Annual","Cambodia","Persons",67,
"Australian Capital Territory","Statistical Area Level 2","Acton","2011","Annual","Cambodia","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Ainslie","2011","Annual","Cambodia","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Braddon","2011","Annual","Cambodia","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Campbell","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Civic","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Dickson","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Downer","2011","Annual","Cambodia","Persons",23,
"Australian Capital Territory","Statistical Area Level 2","Hackett","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Lyneham","2011","Annual","Cambodia","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","O'Connor (ACT)","2011","Annual","Cambodia","Persons",8,
"Australian Capital Territory","Statistical Area Level 2","Reid","2011","Annual","Cambodia","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Turner","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Watson","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","South Canberra","2011","Annual","Cambodia","Persons",14,
"Australian Capital Territory","Statistical Area Level 2","Deakin","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Forrest","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Griffith (ACT)","2011","Annual","Cambodia","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Kingston - Barton","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Lake Burley Griffin","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Narrabundah","2011","Annual","Cambodia","Persons",8,
"Australian Capital Territory","Statistical Area Level 2","Parkes (ACT)","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Red Hill (ACT)","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Yarralumla","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","Tuggeranong","2011","Annual","Cambodia","Persons",55,
"Australian Capital Territory","Statistical Area Level 2","Banks","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Bonython","2011","Annual","Cambodia","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Calwell","2011","Annual","Cambodia","Persons",4,
"Australian Capital Territory","Statistical Area Level 2","Chisholm","2011","Annual","Cambodia","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Conder","2011","Annual","Cambodia","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Fadden","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Gilmore","2011","Annual","Cambodia","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Gordon (ACT)","2011","Annual","Cambodia","Persons",4,
"Australian Capital Territory","Statistical Area Level 2","Gowrie (ACT)","2011","Annual","Cambodia","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Greenway","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Isabella Plains","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Kambah","2011","Annual","Cambodia","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Macarthur","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Monash","2011","Annual","Cambodia","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Mount Taylor","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Oxley (ACT)","2011","Annual","Cambodia","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Richardson","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Theodore","2011","Annual","Cambodia","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Tuggeranong","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Wanniassa","2011","Annual","Cambodia","Persons",4,
"Australian Capital Territory","Statistical Area Level 3","Weston Creek","2011","Annual","Cambodia","Persons",9,
"Australian Capital Territory","Statistical Area Level 2","Chapman","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Duffy","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Fisher","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Holder","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Rivett","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Stirling","2011","Annual","Cambodia","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Waramanga","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Weston","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","Woden","2011","Annual","Cambodia","Persons",14,
"Australian Capital Territory","Statistical Area Level 2","Chifley","2011","Annual","Cambodia","Persons",4,
"Australian Capital Territory","Statistical Area Level 2","Curtin","2011","Annual","Cambodia","Persons",4,
"Australian Capital Territory","Statistical Area Level 2","Farrer","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Garran","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Hughes","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Isaacs","2011","Annual","Cambodia","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","Lyons (ACT)","2011","Annual","Cambodia","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Mawson","2011","Annual","Cambodia","Persons",3,
"Australian Capital Territory","Statistical Area Level 2","O'Malley","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Pearce","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Phillip","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Torrens","2011","Annual","Cambodia","Persons",3,
"Australian Capital Territory","Statistical Area Level 4","Migratory - Offshore - Shipping (ACT)","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","Migratory - Offshore - Shipping (ACT)","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Migratory - Offshore - Shipping (ACT)","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 4","Special Purpose Codes SA4 (ACT)","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","Special Purpose Codes SA3 (ACT)","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","No usual address (ACT)","2011","Annual","Cambodia","Persons",0,
"Australian Capital Territory","States and Territories","Australian Capital Territory","2011","Annual","Canada","Persons",1083,
